cr51e_property,cr51e_unit,cr51e_squarefeet,cr51e_period,cr51e_bedrooms,cr51e_program,cr51e_contractnumber,cr51e_marketrent,cr51e_grossrent,cr51e_contractrent,cr51e_rdbasicrent,cr51e_subsidy,cr51e_tenantrent,cr51e_utilityallowance,cr51e_optionalcharges,cr51e_ttp,cr51e_utilityreimbursement
Atlantic East Apartments LLC (atleast),301     ,701,As of Date: 12/31/2020,2,,,0,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),302     ,652,As of Date: 12/31/2020,2,,,0,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),303     ,590,As of Date: 12/31/2020,1,,,0,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),304     ,852,As of Date: 12/31/2020,3,,,0,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),305     ,503,As of Date: 12/31/2020,1,,,0,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),306     ,400,As of Date: 12/31/2020,0,,,845,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),307     ,525,As of Date: 12/31/2020,1,,,0,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),308     ,360,As of Date: 12/31/2020,0,,,0,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),401     ,701,As of Date: 12/31/2020,2,,,0,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),402     ,652,As of Date: 12/31/2020,2,,,0,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),403     ,590,As of Date: 12/31/2020,1,,,0,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),404     ,852,As of Date: 12/31/2020,3,,,1484,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),405     ,503,As of Date: 12/31/2020,1,,,1068,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),406     ,400,As of Date: 12/31/2020,0,,,0,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),407     ,525,As of Date: 12/31/2020,1,,,0,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),408     ,360,As of Date: 12/31/2020,0,,,0,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),501     ,701,As of Date: 12/31/2020,2,,,0,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),502     ,652,As of Date: 12/31/2020,2,,,0,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),503     ,590,As of Date: 12/31/2020,1,,,0,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),504     ,852,As of Date: 12/31/2020,3,,,0,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),505     ,503,As of Date: 12/31/2020,1,,,0,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),506     ,400,As of Date: 12/31/2020,0,,,0,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),507     ,525,As of Date: 12/31/2020,1,,,0,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),508     ,360,As of Date: 12/31/2020,0,,,0,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),601     ,701,As of Date: 12/31/2020,2,,,0,0,0,0,0,0,130,0,0,0
Atlantic East Apartments LLC (atleast),602     ,652,As of Date: 12/31/2020,2,,,0,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),603     ,590,As of Date: 12/31/2020,1,,,0,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),604     ,852,As of Date: 12/31/2020,3,,,0,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),605     ,503,As of Date: 12/31/2020,1,,,0,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),606     ,400,As of Date: 12/31/2020,0,,,0,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),607     ,525,As of Date: 12/31/2020,1,,,0,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),608     ,360,As of Date: 12/31/2020,0,,,0,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),701     ,701,As of Date: 12/31/2020,2,,,0,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),702     ,652,As of Date: 12/31/2020,2,,,0,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),703     ,590,As of Date: 12/31/2020,1,,,0,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),704     ,852,As of Date: 12/31/2020,3,,,0,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),705     ,503,As of Date: 12/31/2020,1,,,0,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),706     ,400,As of Date: 12/31/2020,0,,,0,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),707     ,525,As of Date: 12/31/2020,1,,,0,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),708     ,360,As of Date: 12/31/2020,0,,,0,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),801     ,701,As of Date: 12/31/2020,2,,,0,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),802     ,652,As of Date: 12/31/2020,2,,,0,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),803     ,590,As of Date: 12/31/2020,1,,,0,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),804     ,852,As of Date: 12/31/2020,3,,,0,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),805     ,503,As of Date: 12/31/2020,1,,,0,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),806     ,400,As of Date: 12/31/2020,0,,,0,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),807     ,525,As of Date: 12/31/2020,1,,,0,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),808     ,360,As of Date: 12/31/2020,0,,,0,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),901     ,701,As of Date: 12/31/2020,2,,,0,0,0,0,0,0,130,0,0,0
Atlantic East Apartments LLC (atleast),902     ,652,As of Date: 12/31/2020,2,,,0,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),903     ,590,As of Date: 12/31/2020,1,,,0,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),904     ,852,As of Date: 12/31/2020,3,,,0,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),905     ,503,As of Date: 12/31/2020,1,,,0,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),906     ,400,As of Date: 12/31/2020,0,,,0,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),907     ,525,As of Date: 12/31/2020,1,,,0,0,0,0,0,0,0,0,0,0
Atlantic East Apartments LLC (atleast),908     ,360,As of Date: 12/31/2020,0,,,667,0,0,0,0,0,0,0,0,0
Esperanza TPT HDFC (esper1),161-1A  ,619,As of Date: 12/31/2020,1,,,688.5,0,0,0,0,0,57,0,0,0
Esperanza TPT HDFC (esper1),161-1A  ,619,As of Date: 12/31/2020,1,HOME,,688.5,815,0,0,0,758,57,0,815,0
Esperanza TPT HDFC (esper1),161-1B  ,619,As of Date: 12/31/2020,1,HOME,,919,1252,0,0,0,1195,57,0,1252,0
Esperanza TPT HDFC (esper1),161-2A  ,619,As of Date: 12/31/2020,1,HOME,,906.77,1558,0,0,0,1501,57,0,1558,0
Esperanza TPT HDFC (esper1),161-2B  ,619,As of Date: 12/31/2020,1,HOME,,688.55,732,0,0,0,732,0,0,732,0
Esperanza TPT HDFC (esper1),161-3A  ,619,As of Date: 12/31/2020,1,HOME,,928.19,954,0,0,0,954,0,0,954,0
Esperanza TPT HDFC (esper1),161-3B  ,619,As of Date: 12/31/2020,1,HOME,,906.77,954,0,0,0,954,0,0,954,0
Esperanza TPT HDFC (esper1),24-1    ,494,As of Date: 12/31/2020,1,HOME,,1082.43,1117,0,0,0,1043,74,0,1117,0
Esperanza TPT HDFC (esper1),24-2B   ,669,As of Date: 12/31/2020,2,,,1304.56,1398.02,0,0,0,1398.02,58,0,0,0
Esperanza TPT HDFC (esper1),24-2F   ,669,As of Date: 12/31/2020,2,,,1175.12,1259.3,0,0,0,1259.3,58,0,0,0
Esperanza TPT HDFC (esper1),24-3B   ,669,As of Date: 12/31/2020,2,,,1088.78,1149.69,0,0,0,1149.69,58,0,0,0
Esperanza TPT HDFC (esper1),24-3F   ,669,As of Date: 12/31/2020,2,,,1088.78,1149.69,0,0,0,1149.69,58,0,0,0
Irving Stockholm HDFC (grovegar),273-1L  ,0,As of Date: 12/31/2020,1,,,906.44,205,0,0,0,205,0,0,0,0
Irving Stockholm HDFC (grovegar),273-1R  ,0,As of Date: 12/31/2020,1,Tax Credit,,926.95,808.02,0,0,0,808.02,0,0,808.02,0
Irving Stockholm HDFC (grovegar),273-2L  ,0,As of Date: 12/31/2020,1,Tax Credit,,815.82,815.82,0,0,0,815.82,0,0,815.82,0
Irving Stockholm HDFC (grovegar),273-2R  ,0,As of Date: 12/31/2020,2,Tax Credit,,891.42,891,0,0,0,891,0,0,891,0
Irving Stockholm HDFC (grovegar),273-3L  ,0,As of Date: 12/31/2020,2,Tax Credit,,857.14,857.14,0,0,0,857.14,0,0,857.14,0
Irving Stockholm HDFC (grovegar),299-1L  ,0,As of Date: 12/31/2020,1,Tax Credit,,931,972,0,0,821,110,41,0,151,0
Irving Stockholm HDFC (grovegar),299-1R  ,0,As of Date: 12/31/2020,1,Tax Credit,,825.25,787,0,0,0,787,0,0,787,0
Irving Stockholm HDFC (grovegar),299-2L  ,0,As of Date: 12/31/2020,2,Tax Credit,,1096.73,0,0,0,0,0,0,0,0,0
Irving Stockholm HDFC (grovegar),299-2R  ,0,As of Date: 12/31/2020,2,,,918.34,974.66,0,0,0,974.66,0,0,0,0
Irving Stockholm HDFC (grovegar),299-3L  ,0,As of Date: 12/31/2020,2,Tax Credit,,891.42,891,0,0,0,891,0,0,891,0
Irving Stockholm HDFC (grovegar),299-4R  ,0,As of Date: 12/31/2020,2,Tax Credit,,1110.72,1068,0,0,0,1068,0,0,1068,0
Irving Stockholm HDFC (grovegar),302J-1L ,0,As of Date: 12/31/2020,1,Tax Credit,,819,972,0,0,0,931,41,0,972,0
Irving Stockholm HDFC (grovegar),302J-1R ,0,As of Date: 12/31/2020,1,Tax Credit,,942.3,942,0,0,0,942,0,0,942,0
Irving Stockholm HDFC (grovegar),302J-2L ,0,As of Date: 12/31/2020,2,Tax Credit,,1090.91,1090.91,0,0,0,1090.91,0,0,1090.91,0
Irving Stockholm HDFC (grovegar),302J-2R ,0,As of Date: 12/31/2020,2,Tax Credit,,619.55,619.55,0,0,0,619.55,0,0,619.55,0
Irving Stockholm HDFC (grovegar),302J-3L ,0,As of Date: 12/31/2020,2,Tax Credit,,891.42,891,0,0,0,891,0,0,891,0
Irving Stockholm HDFC (grovegar),302J-4R ,0,As of Date: 12/31/2020,2,,,1032.7,1082.46,0,0,0,1082.46,0,0,0,0
Irving Stockholm HDFC (grovegar),304G-1L ,0,As of Date: 12/31/2020,1,Tax Credit,,973.36,850,0,0,0,800,50,0,850,0
Irving Stockholm HDFC (grovegar),304G-1R ,0,As of Date: 12/31/2020,1,,,1226.29,187,0,0,0,187,0,0,0,0
Irving Stockholm HDFC (grovegar),304G-2L ,0,As of Date: 12/31/2020,1,Tax Credit,,757.14,757.14,0,0,0,757.14,0,0,757.14,0
Irving Stockholm HDFC (grovegar),304G-2R ,0,As of Date: 12/31/2020,2,Tax Credit,,857.14,857.14,0,0,0,857.14,0,0,857.14,0
Irving Stockholm HDFC (grovegar),304G-3L ,0,As of Date: 12/31/2020,2,Tax Credit,,857.14,105,0,0,0,105,0,0,105,0
Irving Stockholm HDFC (grovegar),304J-1L ,0,As of Date: 12/31/2020,1,Tax Credit,,757.14,757.14,0,0,0,757.14,0,0,757.14,0
Irving Stockholm HDFC (grovegar),304J-1R ,0,As of Date: 12/31/2020,1,Tax Credit,,883,971,0,0,734,197,40,0,237,0
Irving Stockholm HDFC (grovegar),304J-2L ,0,As of Date: 12/31/2020,2,,,889,900.11,0,0,0,900.11,0,0,0,0
Irving Stockholm HDFC (grovegar),304J-2R ,0,As of Date: 12/31/2020,2,Tax Credit,,903.98,903.98,0,0,0,903.98,0,0,903.98,0
Irving Stockholm HDFC (grovegar),304J-3L ,0,As of Date: 12/31/2020,2,Tax Credit,,875.1,841.44,0,0,0,841.44,0,0,841.44,0
Irving Stockholm HDFC (grovegar),304J-4R ,0,As of Date: 12/31/2020,2,Tax Credit,,1121.97,1013.23,0,0,0,1013.23,0,0,1013.23,0
Irving Stockholm HDFC (grovegar),308G-1L ,0,As of Date: 12/31/2020,0,Tax Credit,,729.91,710.38,0,0,0,710.38,0,0,710.38,0
Irving Stockholm HDFC (grovegar),308G-1R ,0,As of Date: 12/31/2020,2,Tax Credit,,963.39,963.39,0,0,0,963.39,0,0,963.39,0
Irving Stockholm HDFC (grovegar),308G-2L ,0,As of Date: 12/31/2020,1,Tax Credit,,894.04,342,0,0,0,342,0,0,342,0
Irving Stockholm HDFC (grovegar),308G-2R ,0,As of Date: 12/31/2020,2,Tax Credit,,1054.41,1054.41,0,0,0,1054.41,0,0,1054.41,0
Irving Stockholm HDFC (grovegar),308G-3L ,0,As of Date: 12/31/2020,2,Tax Credit,,148,1101,0,0,0,1101,0,0,1101,0
Irving Stockholm HDFC (grovegar),312G-1L ,0,As of Date: 12/31/2020,0,,,846.03,0,0,0,0,0,0,0,0,0
Irving Stockholm HDFC (grovegar),312G-1R ,0,As of Date: 12/31/2020,2,Tax Credit,,857.14,857.14,0,0,0,857.14,0,0,857.14,0
Irving Stockholm HDFC (grovegar),312G-2L ,0,As of Date: 12/31/2020,1,Tax Credit,,787.42,787,0,0,0,787,0,0,787,0
Irving Stockholm HDFC (grovegar),312G-2R ,0,As of Date: 12/31/2020,2,Tax Credit,,891.42,891,0,0,0,891,0,0,891,0
Irving Stockholm HDFC (grovegar),312G-3L ,0,As of Date: 12/31/2020,2,,,891.42,1015.55,0,0,0,1015.55,0,0,0,0
Irving Stockholm HDFC (grovegar),316-1L  ,0,As of Date: 12/31/2020,1,Tax Credit,,870.23,870,0,0,0,870,0,0,870,0
Irving Stockholm HDFC (grovegar),316-1R  ,0,As of Date: 12/31/2020,1,Tax Credit,,845.18,836.22,0,0,0,836.22,0,0,836.22,0
Irving Stockholm HDFC (grovegar),316-2L  ,0,As of Date: 12/31/2020,2,Tax Credit,,1137.03,1018.54,0,0,0,1018.54,0,0,1018.54,0
Irving Stockholm HDFC (grovegar),316-2R  ,0,As of Date: 12/31/2020,2,,,857.14,20,0,0,0,20,0,0,0,0
Irving Stockholm HDFC (grovegar),316-3L  ,0,As of Date: 12/31/2020,2,,,857.14,0,0,0,0,0,0,0,0,0
Irving Stockholm HDFC (grovegar),316-4R  ,0,As of Date: 12/31/2020,2,Tax Credit,,1044.31,996.43,0,0,0,996.43,0,0,996.43,0
Casa Pasiva LLC  (harmanca),160-1A  ,0,As of Date: 12/31/2020,2,Tax Credit,,802.06,771.22,0,0,0,771.22,0,0,771.22,0
Casa Pasiva LLC  (harmanca),160-1B  ,0,As of Date: 12/31/2020,2,,,765.62,233,0,0,0,233,58,0,0,0
Casa Pasiva LLC  (harmanca),160-2A  ,0,As of Date: 12/31/2020,2,,,445.85,488.51,0,0,0,488.51,58,0,0,0
Casa Pasiva LLC  (harmanca),160-2B  ,0,As of Date: 12/31/2020,2,,,730.99,0,0,0,0,0,58,0,0,0
Casa Pasiva LLC  (harmanca),160-2C  ,0,As of Date: 12/31/2020,2,,,387.91,411.63,0,0,0,411.63,58,0,0,0
Casa Pasiva LLC  (harmanca),160-2D  ,0,As of Date: 12/31/2020,2,,,845.21,91,0,0,0,91,58,0,0,0
Casa Pasiva LLC  (harmanca),160-3A  ,0,As of Date: 12/31/2020,2,,,763.36,259,0,0,0,259,58,0,0,0
Casa Pasiva LLC  (harmanca),160-3B  ,0,As of Date: 12/31/2020,2,,,796.47,443,0,0,0,443,58,0,0,0
Casa Pasiva LLC  (harmanca),160-3C  ,0,As of Date: 12/31/2020,2,,,724.06,214,0,0,0,214,58,0,0,0
Casa Pasiva LLC  (harmanca),160-3D  ,0,As of Date: 12/31/2020,2,Tax Credit,,1123,1021,0,0,0,1021,0,0,1021,0
Casa Pasiva LLC  (harmanca),160-4A  ,0,As of Date: 12/31/2020,2,,,819.45,965.12,0,0,0,965.12,58,0,0,0
Casa Pasiva LLC  (harmanca),160-4B  ,0,As of Date: 12/31/2020,2,,,827.19,909.11,0,0,0,909.11,58,0,0,0
Casa Pasiva LLC  (harmanca),160-4C  ,0,As of Date: 12/31/2020,2,,,410.98,435.84,0,0,0,435.84,58,0,0,0
Casa Pasiva LLC  (harmanca),160-4D  ,0,As of Date: 12/31/2020,2,Tax Credit,,1068,1068,0,0,0,1068,0,0,1068,0
Casa Pasiva LLC  (harmanca),173-1A  ,0,As of Date: 12/31/2020,0,,,2228,0,0,0,0,0,0,0,0,0
Casa Pasiva LLC  (harmanca),173-1B  ,0,As of Date: 12/31/2020,2,,,689.17,785.13,0,0,0,785.13,58,0,0,0
Casa Pasiva LLC  (harmanca),173-2A  ,0,As of Date: 12/31/2020,2,,,803.99,946.91,0,0,0,946.91,58,0,0,0
Casa Pasiva LLC  (harmanca),173-2B  ,0,As of Date: 12/31/2020,2,,,345.96,370.73,0,0,0,370.73,58,0,0,0
Casa Pasiva LLC  (harmanca),173-2C  ,0,As of Date: 12/31/2020,2,,,681.59,719.73,0,0,0,719.73,58,0,0,0
Casa Pasiva LLC  (harmanca),173-2D  ,0,As of Date: 12/31/2020,2,,,642.72,795.75,0,0,0,795.75,58,0,0,0
Casa Pasiva LLC  (harmanca),173-3A  ,0,As of Date: 12/31/2020,2,Tax Credit,,1141.26,1068,0,0,0,1068,0,0,1068,0
Casa Pasiva LLC  (harmanca),173-3B  ,0,As of Date: 12/31/2020,2,,,839.64,1039.79,0,0,0,1039.79,58,0,0,0
Casa Pasiva LLC  (harmanca),173-3C  ,0,As of Date: 12/31/2020,2,Tax Credit,,453.97,453.97,0,0,0,453.97,0,0,453.97,0
Casa Pasiva LLC  (harmanca),173-3D  ,0,As of Date: 12/31/2020,2,,,858.77,902.25,0,0,0,902.25,58,0,0,0
Casa Pasiva LLC  (harmanca),173-4A  ,0,As of Date: 12/31/2020,2,,,831.75,0,0,0,0,0,58,0,0,0
Casa Pasiva LLC  (harmanca),173-4B  ,0,As of Date: 12/31/2020,2,,,380.82,439.8,0,0,0,439.8,58,0,0,0
Casa Pasiva LLC  (harmanca),173-4C  ,0,As of Date: 12/31/2020,2,,,568.27,647.37,0,0,0,647.37,58,0,0,0
Casa Pasiva LLC  (harmanca),173-4D  ,0,As of Date: 12/31/2020,2,,,608.39,720.81,0,0,0,720.81,58,0,0,0
Casa Pasiva LLC  (harmanca),181-1A  ,0,As of Date: 12/31/2020,2,Tax Credit,,1054.22,1074.55,0,0,0,1033.55,41,0,1074.55,0
Casa Pasiva LLC  (harmanca),181-1B  ,0,As of Date: 12/31/2020,2,,,1375.54,326.75,0,0,0,326.75,58,0,0,0
Casa Pasiva LLC  (harmanca),181-2A  ,0,As of Date: 12/31/2020,2,,,672.13,726,0,0,0,726,58,0,0,0
Casa Pasiva LLC  (harmanca),181-2B  ,0,As of Date: 12/31/2020,2,Tax Credit,,690.08,663.54,0,0,0,663.54,0,0,663.54,0
Casa Pasiva LLC  (harmanca),181-2C  ,0,As of Date: 12/31/2020,2,,,922.57,969.27,0,0,0,969.27,58,0,0,0
Casa Pasiva LLC  (harmanca),181-2D  ,0,As of Date: 12/31/2020,2,Tax Credit,,1193.19,1068,0,0,0,1068,0,0,1068,0
Casa Pasiva LLC  (harmanca),181-3A  ,0,As of Date: 12/31/2020,2,,,331.05,418.16,0,0,0,418.16,58,0,0,0
Casa Pasiva LLC  (harmanca),181-3B  ,0,As of Date: 12/31/2020,2,,,672.13,791.62,0,0,0,791.62,58,0,0,0
Casa Pasiva LLC  (harmanca),181-3C  ,0,As of Date: 12/31/2020,2,,,468.72,533.98,0,0,0,533.98,58,0,0,0
Casa Pasiva LLC  (harmanca),181-3D  ,0,As of Date: 12/31/2020,2,,,618.2,710.34,0,0,0,710.34,58,0,0,0
Casa Pasiva LLC  (harmanca),181-4A  ,0,As of Date: 12/31/2020,2,,,696.41,772.14,0,0,0,772.14,58,0,0,0
Casa Pasiva LLC  (harmanca),181-4B  ,0,As of Date: 12/31/2020,2,,,626.97,738.43,0,0,0,738.43,58,0,0,0
Casa Pasiva LLC  (harmanca),181-4C  ,0,As of Date: 12/31/2020,2,Tax Credit,,988,1068,0,0,0,1068,0,0,1068,0
Casa Pasiva LLC  (harmanca),181-4D  ,0,As of Date: 12/31/2020,2,,,671.96,756.97,0,0,0,756.97,58,0,0,0
Rheingold Heights One Associates L.P. (heights1),1A      ,1000,As of Date: 12/31/2020,2,Tax Credit,,1732,1825,0,0,1452,280,93,0,373,0
Rheingold Heights One Associates L.P. (heights1),1B      ,1000,As of Date: 12/31/2020,2,Tax Credit,,1732,1825,0,0,1425,307,93,0,400,0
Rheingold Heights One Associates L.P. (heights1),1C      ,1000,As of Date: 12/31/2020,2,Tax Credit,,1003.88,1142.39,0,0,0,1049.39,93,0,1142.39,0
Rheingold Heights One Associates L.P. (heights1),2A      ,1000,As of Date: 12/31/2020,2,,,1732,0,0,0,0,0,58,0,0,0
Rheingold Heights One Associates L.P. (heights1),2B      ,1000,As of Date: 12/31/2020,2,Tax Credit,,977.02,1126.9,0,0,887.9,167,72,0,239,0
Rheingold Heights One Associates L.P. (heights1),2C      ,750,As of Date: 12/31/2020,1,Tax Credit,,1496,1390,0,0,899,451,40,0,491,0
Rheingold Heights One Associates L.P. (heights1),2D      ,1250,As of Date: 12/31/2020,3,Tax Credit,,1177.82,1231.82,0,0,0,1177.82,54,0,1231.82,0
Rheingold Heights One Associates L.P. (heights1),2E      ,1000,As of Date: 12/31/2020,2,Tax Credit,,1003.88,1142.55,0,0,0,1049.55,93,0,1142.55,0
Rheingold Heights One Associates L.P. (heights1),2F      ,1000,As of Date: 12/31/2020,2,Tax Credit,,1166,1312.05,0,0,0,1219.05,93,0,1312.05,0
Rheingold Heights One Associates L.P. (heights1),2G      ,1000,As of Date: 12/31/2020,2,Tax Credit,,1732,1790.55,0,0,1319,413.55,58,0,471.55,0
Rheingold Heights One Associates L.P. (heights1),2H      ,1000,As of Date: 12/31/2020,2,Tax Credit,,1059.67,1200.88,0,0,717.88,390,93,0,483,0
Rheingold Heights One Associates L.P. (heights1),2I      ,750,As of Date: 12/31/2020,1,Tax Credit,,1496,1553,0,0,1203,293,57,0,350,0
Rheingold Heights One Associates L.P. (heights1),2J      ,750,As of Date: 12/31/2020,1,,,1496,269,0,0,0,269,57,0,0,0
Rheingold Heights One Associates L.P. (heights1),3A      ,1000,As of Date: 12/31/2020,2,Tax Credit,,1226.5,1284.5,0,0,776.5,450,58,0,508,0
Rheingold Heights One Associates L.P. (heights1),3B      ,1000,As of Date: 12/31/2020,2,Tax Credit,,922.42,897.74,0,0,0,897.74,0,0,897.74,0
Rheingold Heights One Associates L.P. (heights1),3C      ,1000,As of Date: 12/31/2020,2,Tax Credit,,1358.5,1536,0,0,1304,192,40,0,232,0
Rheingold Heights One Associates L.P. (heights1),3D      ,1250,As of Date: 12/31/2020,3,Tax Credit,,1160.23,1328.02,0,0,0,1213.02,115,0,1328.02,0
Rheingold Heights One Associates L.P. (heights1),3E      ,1000,As of Date: 12/31/2020,2,Tax Credit,,873.2,873.2,0,0,0,873.2,0,0,873.2,0
Rheingold Heights One Associates L.P. (heights1),3F      ,1000,As of Date: 12/31/2020,2,Tax Credit,,1003.89,1081,0,0,0,1023,58,0,1081,0
Rheingold Heights One Associates L.P. (heights1),3G      ,1000,As of Date: 12/31/2020,2,Tax Credit,,799.64,932.93,0,0,0,839.93,93,0,932.93,0
Rheingold Heights One Associates L.P. (heights1),3H      ,1000,As of Date: 12/31/2020,2,Tax Credit,,803.14,955.76,0,0,0,862.76,93,0,955.76,0
Rheingold Heights One Associates L.P. (heights1),3I      ,750,As of Date: 12/31/2020,1,Tax Credit,,831.92,941.76,0,0,0,869.76,72,0,941.76,0
Rheingold Heights One Associates L.P. (heights1),3J      ,750,As of Date: 12/31/2020,1,Tax Credit,,754.74,922,0,0,750,100,72,0,172,0
Rheingold Heights One Associates L.P. (heights1),4A      ,1000,As of Date: 12/31/2020,2,Tax Credit,,1023.97,1142.57,0,0,0,1049.57,93,0,1142.57,0
Rheingold Heights One Associates L.P. (heights1),4B      ,1000,As of Date: 12/31/2020,2,Tax Credit,,1109,259,0,0,0,259,0,0,259,0
Rheingold Heights One Associates L.P. (heights1),4C      ,750,As of Date: 12/31/2020,1,Tax Credit,,917,925,0,0,750,175,0,0,175,0
Rheingold Heights One Associates L.P. (heights1),4D      ,1250,As of Date: 12/31/2020,3,Tax Credit,,928.12,1112.03,0,0,0,997.03,115,0,1112.03,0
Rheingold Heights One Associates L.P. (heights1),4E      ,1000,As of Date: 12/31/2020,2,Tax Credit,,1006.51,1055,0,0,0,997,58,0,1055,0
Rheingold Heights One Associates L.P. (heights1),4F      ,1000,As of Date: 12/31/2020,2,Tax Credit,,977.03,1142.56,0,0,0,1049.56,93,0,1142.56,0
Rheingold Heights One Associates L.P. (heights1),4G      ,1000,As of Date: 12/31/2020,2,Tax Credit,,799.64,990.9,0,0,0,897.9,93,0,990.9,0
Rheingold Heights One Associates L.P. (heights1),4H      ,1000,As of Date: 12/31/2020,2,Tax Credit,,799.63,969.12,0,0,0,876.12,93,0,969.12,0
Rheingold Heights One Associates L.P. (heights1),4I      ,750,As of Date: 12/31/2020,1,Tax Credit,,1496,1517,0,0,1258.88,218.12,40,0,258.12,0
Rheingold Heights One Associates L.P. (heights1),4J      ,750,As of Date: 12/31/2020,1,Tax Credit,,809.66,866.66,0,0,0,809.66,57,0,866.66,0
Rheingold Heights One Associates L.P. (heights1),5A      ,1000,As of Date: 12/31/2020,2,Tax Credit,,899,1081.97,0,0,0,1023.97,58,0,1081.97,0
Rheingold Heights One Associates L.P. (heights1),5B      ,1000,As of Date: 12/31/2020,2,Tax Credit,,1048.14,1089.14,0,0,0,1048.14,41,0,1089.14,0
Rheingold Heights One Associates L.P. (heights1),5C      ,750,As of Date: 12/31/2020,1,Tax Credit,,1358.5,1536,0,0,1278,218,40,0,258,0
Rheingold Heights One Associates L.P. (heights1),5D      ,1250,As of Date: 12/31/2020,3,Tax Credit,,1140.47,1194.47,0,0,1074.47,66,54,0,120,0
Rheingold Heights One Associates L.P. (heights1),5E      ,1000,As of Date: 12/31/2020,2,Tax Credit,,1583.23,1624.23,0,0,1009,574.23,41,0,615.23,0
Rheingold Heights One Associates L.P. (heights1),5F      ,1000,As of Date: 12/31/2020,2,Tax Credit,,899,1027,0,0,0,986,41,0,1027,0
Rheingold Heights One Associates L.P. (heights1),5G      ,1000,As of Date: 12/31/2020,2,Tax Credit,,958.24,1135.04,0,0,0,1042.04,93,0,1135.04,0
Rheingold Heights One Associates L.P. (heights1),5H      ,1000,As of Date: 12/31/2020,2,Tax Credit,,1092.11,1234.8,0,0,0,1141.8,93,0,1234.8,0
Rheingold Heights One Associates L.P. (heights1),5I      ,750,As of Date: 12/31/2020,1,Tax Credit,,801.88,978,0,0,480,441,57,0,498,0
