cr51e_property,cr51e_unit,cr51e_squarefeet,cr51e_period,cr51e_bedrooms,cr51e_program,cr51e_contractnumber,cr51e_marketrent,cr51e_grossrent,cr51e_contractrent,cr51e_rdbasicrent,cr51e_subsidy,cr51e_tenantrent,cr51e_utilityallowance,cr51e_optionalcharges,cr51e_ttp,cr51e_utilityreimbursement
"Renaissance Estates Apartments, L.P (renest)",6H      ,772,As of Date: 12/31/2020,2,Tax Credit,,782.55,1035.75,0,0,0,977.75,58,0,1035.75,0
"Renaissance Estates Apartments, L.P (renest)",6I      ,772,As of Date: 12/31/2020,2,Tax Credit,,928.39,1030.99,0,0,0,972.99,58,0,1030.99,0
"Renaissance Estates Apartments, L.P (renest)",6J      ,772,As of Date: 12/31/2020,2,Tax Credit,,740,1211.8,0,0,0,1153.8,58,0,1211.8,0
"Renaissance Estates Apartments, L.P (renest)",B1      ,0,As of Date: 12/31/2020,2,,,1732,0,0,0,0,0,0,0,0,0
"Renaissance Estates Apartments, L.P (renest)",COMM1   ,0,As of Date: 12/31/2020,0,,,20000,0,0,0,0,0,0,0,0,0
Rheingold Gardens Associates L.P. (rheing),533-1A  ,0,As of Date: 12/31/2020,2,,,1732,0,0,0,0,0,0,0,0,0
Rheingold Gardens Associates L.P. (rheing),533-2A  ,840,As of Date: 12/31/2020,2,Tax Credit,,661.35,918.9,0,0,0,825.9,93,0,918.9,0
Rheingold Gardens Associates L.P. (rheing),533-2B  ,1050,As of Date: 12/31/2020,3,Tax Credit,,1027.43,1218.71,0,0,706.71,397,115,0,512,0
Rheingold Gardens Associates L.P. (rheing),533-2C  ,570,As of Date: 12/31/2020,1,Tax Credit,,524.36,756.83,0,0,0,684.83,72,0,756.83,0
Rheingold Gardens Associates L.P. (rheing),533-2D  ,840,As of Date: 12/31/2020,2,Tax Credit,,808.86,923.62,0,0,0,881.62,42,0,923.62,0
Rheingold Gardens Associates L.P. (rheing),533-2E  ,1050,As of Date: 12/31/2020,3,Tax Credit,,845.14,1020.47,0,0,0,905.47,115,0,1020.47,0
Rheingold Gardens Associates L.P. (rheing),533-2F  ,1050,As of Date: 12/31/2020,3,Tax Credit,,942.74,1322.33,0,0,0,1207.33,115,0,1322.33,0
Rheingold Gardens Associates L.P. (rheing),533-2G  ,840,As of Date: 12/31/2020,2,Tax Credit,,631.86,1113,0,0,0,1020,93,0,1113,0
Rheingold Gardens Associates L.P. (rheing),533-2H  ,840,As of Date: 12/31/2020,2,Tax Credit,,942.31,1078.19,0,0,0,985.19,93,0,1078.19,0
Rheingold Gardens Associates L.P. (rheing),533-2I  ,840,As of Date: 12/31/2020,2,Tax Credit,,725.64,872.51,0,0,0,779.51,93,0,872.51,0
Rheingold Gardens Associates L.P. (rheing),533-2J  ,840,As of Date: 12/31/2020,2,Tax Credit,,772.7,935.2,0,0,0,842.2,93,0,935.2,0
Rheingold Gardens Associates L.P. (rheing),533-3A  ,840,As of Date: 12/31/2020,2,Tax Credit,,658.24,872.51,0,0,0,779.51,93,0,872.51,0
Rheingold Gardens Associates L.P. (rheing),533-3B  ,1050,As of Date: 12/31/2020,3,Tax Credit,,729.67,870.31,0,0,0,795.31,75,0,870.31,0
Rheingold Gardens Associates L.P. (rheing),533-3C  ,570,As of Date: 12/31/2020,1,Tax Credit,,524.36,713.18,0,0,0,641.18,72,0,713.18,0
Rheingold Gardens Associates L.P. (rheing),533-3D  ,840,As of Date: 12/31/2020,3,Tax Credit,,740.02,1081.67,0,0,0,966.67,115,0,1081.67,0
Rheingold Gardens Associates L.P. (rheing),533-3E  ,1050,As of Date: 12/31/2020,3,Tax Credit,,769.8,1046.72,0,0,0,931.72,115,0,1046.72,0
Rheingold Gardens Associates L.P. (rheing),533-3F  ,1050,As of Date: 12/31/2020,3,Tax Credit,,935.46,1336.95,0,0,0,1221.95,115,0,1336.95,0
Rheingold Gardens Associates L.P. (rheing),533-3G  ,840,As of Date: 12/31/2020,2,Tax Credit,,1002.92,1080,0,0,0,1022,58,0,1080,0
Rheingold Gardens Associates L.P. (rheing),533-3H  ,840,As of Date: 12/31/2020,2,Tax Credit,,764.88,1013.33,0,0,0,971.33,42,0,1013.33,0
Rheingold Gardens Associates L.P. (rheing),533-3I  ,840,As of Date: 12/31/2020,2,Tax Credit,,658.24,944.45,0,0,0,851.45,93,0,944.45,0
Rheingold Gardens Associates L.P. (rheing),533-3J  ,840,As of Date: 12/31/2020,2,Tax Credit,,658.24,904.65,0,0,0,831.65,73,0,904.65,0
Rheingold Gardens Associates L.P. (rheing),533-4A  ,840,As of Date: 12/31/2020,2,Tax Credit,,1046.6,1139.6,0,0,0,1046.6,93,0,1139.6,0
Rheingold Gardens Associates L.P. (rheing),533-4B  ,1050,As of Date: 12/31/2020,3,Tax Credit,,848.62,986.62,0,0,0,911.62,75,0,986.62,0
Rheingold Gardens Associates L.P. (rheing),533-4C  ,570,As of Date: 12/31/2020,1,Tax Credit,,722.69,894.29,0,0,0,822.29,72,0,894.29,0
Rheingold Gardens Associates L.P. (rheing),533-4D  ,840,As of Date: 12/31/2020,2,Tax Credit,,937.94,1049.7,0,0,0,956.7,93,0,1049.7,0
Rheingold Gardens Associates L.P. (rheing),533-4E  ,1050,As of Date: 12/31/2020,3,Tax Credit,,933.3,1090.76,0,0,0,975.76,115,0,1090.76,0
Rheingold Gardens Associates L.P. (rheing),533-4F  ,1050,As of Date: 12/31/2020,3,Tax Credit,,769.8,1076.06,0,0,0,961.06,115,0,1076.06,0
Rheingold Gardens Associates L.P. (rheing),533-4G  ,840,As of Date: 12/31/2020,2,Tax Credit,,808.86,1123.83,0,0,0,1030.83,93,0,1123.83,0
Rheingold Gardens Associates L.P. (rheing),533-4H  ,840,As of Date: 12/31/2020,2,Tax Credit,,808.86,1149.6,0,0,0,1056.6,93,0,1149.6,0
Rheingold Gardens Associates L.P. (rheing),533-4I  ,840,As of Date: 12/31/2020,2,Tax Credit,,998.19,1147.09,0,0,0,1054.09,93,0,1147.09,0
Rheingold Gardens Associates L.P. (rheing),533-4J  ,840,As of Date: 12/31/2020,2,Tax Credit,,658.24,952.84,0,0,0,859.84,93,0,952.84,0
Rheingold Gardens Associates L.P. (rheing),533-5A  ,840,As of Date: 12/31/2020,2,Tax Credit,,78.83,911.27,0,0,0,838.27,73,0,911.27,0
Rheingold Gardens Associates L.P. (rheing),533-5B  ,1050,As of Date: 12/31/2020,3,Tax Credit,,1154.79,1251.76,0,0,918.76,218,115,0,333,0
Rheingold Gardens Associates L.P. (rheing),533-5C  ,570,As of Date: 12/31/2020,1,Tax Credit,,624.77,843.23,0,0,0,770.23,73,0,843.23,0
Rheingold Gardens Associates L.P. (rheing),533-5D  ,840,As of Date: 12/31/2020,2,Tax Credit,,991.2,1154.96,0,0,0,1061.96,93,0,1154.96,0
Rheingold Gardens Associates L.P. (rheing),533-5E  ,1050,As of Date: 12/31/2020,3,Tax Credit,,1088.39,1203.39,0,0,0,1088.39,115,0,1203.39,0
Rheingold Gardens Associates L.P. (rheing),533-5F  ,1050,As of Date: 12/31/2020,3,Tax Credit,,615.74,1268.71,0,0,177.95,975.76,115,0,1090.76,0
Rheingold Gardens Associates L.P. (rheing),533-5G  ,840,As of Date: 12/31/2020,2,Tax Credit,,733.62,915.4,0,0,0,822.4,93,0,915.4,0
Rheingold Gardens Associates L.P. (rheing),533-5H  ,840,As of Date: 12/31/2020,2,Tax Credit,,658.24,896.87,0,0,0,838.87,58,0,896.87,0
Rheingold Gardens Associates L.P. (rheing),533-5I  ,840,As of Date: 12/31/2020,2,Tax Credit,,973.27,1005.23,0,0,0,947.23,58,0,1005.23,0
Rheingold Gardens Associates L.P. (rheing),533-5J  ,840,As of Date: 12/31/2020,2,Tax Credit,,880,1059.1,0,0,0,966.1,93,0,1059.1,0
Rheingold Gardens Associates L.P. (rheing),533-6A  ,840,As of Date: 12/31/2020,2,Tax Credit,,808.86,1103.18,0,0,0,1010.18,93,0,1103.18,0
Rheingold Gardens Associates L.P. (rheing),533-6B  ,1040,As of Date: 12/31/2020,3,Tax Credit,,769.8,1158,0,0,0,1043,115,0,1158,0
Rheingold Gardens Associates L.P. (rheing),533-6C  ,570,As of Date: 12/31/2020,1,Tax Credit,,648.35,782.37,0,0,0,710.37,72,0,782.37,0
Rheingold Gardens Associates L.P. (rheing),533-6D  ,840,As of Date: 12/31/2020,2,Tax Credit,,843.19,998.79,0,0,0,905.79,93,0,998.79,0
Rheingold Gardens Associates L.P. (rheing),533-6E  ,1050,As of Date: 12/31/2020,3,Tax Credit,,942.74,1205.04,0,0,0,1130.04,75,0,1205.04,0
Rheingold Gardens Associates L.P. (rheing),533-6F  ,1050,As of Date: 12/31/2020,3,Tax Credit,,848.63,1026.62,0,0,0,911.62,115,0,1026.62,0
Rheingold Gardens Associates L.P. (rheing),533-6G  ,840,As of Date: 12/31/2020,2,Tax Credit,,606.23,904.72,0,0,0,811.72,93,0,904.72,0
Rheingold Gardens Associates L.P. (rheing),533-6H  ,840,As of Date: 12/31/2020,2,Tax Credit,,808.86,1240.69,0,0,91.09,1056.6,93,0,1149.6,0
Rheingold Gardens Associates L.P. (rheing),533-6I  ,840,As of Date: 12/31/2020,2,Tax Credit,,1003.96,1096.96,0,0,0,1003.96,93,0,1096.96,0
Rheingold Gardens Associates L.P. (rheing),533-6J  ,840,As of Date: 12/31/2020,2,Tax Credit,,658.24,910.78,0,0,0,817.78,93,0,910.78,0
Rheingold Gardens Associates L.P. (rheing),533COMM ,1050,As of Date: 12/31/2020,3,,,7921,0,0,0,0,0,0,0,0,0
Rheingold Gardens Associates L.P. (rheing),555-2A  ,840,As of Date: 12/31/2020,2,Tax Credit,,737.18,914.7,0,0,0,821.7,93,0,914.7,0
Rheingold Gardens Associates L.P. (rheing),555-2B  ,840,As of Date: 12/31/2020,2,Tax Credit,,622.45,896.87,0,0,0,838.87,58,0,896.87,0
Rheingold Gardens Associates L.P. (rheing),555-2C  ,1040,As of Date: 12/31/2020,3,Tax Credit,,1250.76,1458.62,0,0,0,1343.62,115,0,1458.62,0
Rheingold Gardens Associates L.P. (rheing),555-2D  ,1050,As of Date: 12/31/2020,3,Tax Credit,,961.83,1017.97,690,0,0,942.97,75,0,1017.97,0
Rheingold Gardens Associates L.P. (rheing),555-2E  ,840,As of Date: 12/31/2020,2,Tax Credit,,808.86,1111.25,0,0,0,1018.25,93,0,1111.25,0
Rheingold Gardens Associates L.P. (rheing),555-2F  ,840,As of Date: 12/31/2020,2,Tax Credit,,658.24,853.85,0,0,0,795.85,58,0,853.85,0
Rheingold Gardens Associates L.P. (rheing),555-3A  ,570,As of Date: 12/31/2020,1,Tax Credit,,189.58,722.88,0,0,345.88,305,72,0,377,0
Rheingold Gardens Associates L.P. (rheing),555-3B  ,840,As of Date: 12/31/2020,2,Tax Credit,,982.62,1075.62,0,0,0,982.62,93,0,1075.62,0
Rheingold Gardens Associates L.P. (rheing),555-3C  ,1050,As of Date: 12/31/2020,3,Tax Credit,,813.24,1026.65,0,0,0,911.65,115,0,1026.65,0
Rheingold Gardens Associates L.P. (rheing),555-3D  ,1040,As of Date: 12/31/2020,3,Tax Credit,,769.8,1100.86,0,0,0,985.86,115,0,1100.86,0
Rheingold Gardens Associates L.P. (rheing),555-3E  ,840,As of Date: 12/31/2020,2,Tax Credit,,658.24,952.84,0,0,539.87,319.97,93,0,412.97,0
Rheingold Gardens Associates L.P. (rheing),555-3F  ,840,As of Date: 12/31/2020,2,Tax Credit,,622.45,908.63,0,0,0,815.63,93,0,908.63,0
Rheingold Gardens Associates L.P. (rheing),555-3G  ,840,As of Date: 12/31/2020,2,Tax Credit,,658.24,952.84,0,0,0,859.84,93,0,952.84,0
Rheingold Gardens Associates L.P. (rheing),555-3H  ,1040,As of Date: 12/31/2020,3,Tax Credit,,869.51,1049.73,0,0,0,974.73,75,0,1049.73,0
Rheingold Gardens Associates L.P. (rheing),555-3I  ,840,As of Date: 12/31/2020,3,Tax Credit,,769.8,1090.54,0,0,0,975.54,115,0,1090.54,0
Rheingold Gardens Associates L.P. (rheing),555-4A  ,570,As of Date: 12/31/2020,1,,,716.07,0,0,0,0,0,57,0,0,0
Rheingold Gardens Associates L.P. (rheing),555-4B  ,840,As of Date: 12/31/2020,2,Tax Credit,,799.88,1113,0,0,712,308,93,0,401,0
Rheingold Gardens Associates L.P. (rheing),555-4C  ,1050,As of Date: 12/31/2020,3,Tax Credit,,918.22,1292.49,0,0,0,1177.49,115,0,1292.49,0
Rheingold Gardens Associates L.P. (rheing),555-4D  ,1040,As of Date: 12/31/2020,3,Tax Credit,,769.8,1061.42,0,0,0,946.42,115,0,1061.42,0
Rheingold Gardens Associates L.P. (rheing),555-4E  ,840,As of Date: 12/31/2020,2,Tax Credit,,622.45,917.54,0,0,0,824.54,93,0,917.54,0
Rheingold Gardens Associates L.P. (rheing),555-4F  ,840,As of Date: 12/31/2020,2,Tax Credit,,658.21,952.8,0,0,0,859.8,93,0,952.8,0
Rheingold Gardens Associates L.P. (rheing),555-4G  ,840,As of Date: 12/31/2020,2,Tax Credit,,929,1090.97,0,0,709,288.97,93,0,381.97,0
Rheingold Gardens Associates L.P. (rheing),555-4H  ,1040,As of Date: 12/31/2020,3,Tax Credit,,846.97,1061.54,0,0,0,946.54,115,0,1061.54,0
Rheingold Gardens Associates L.P. (rheing),555-4I  ,1040,As of Date: 12/31/2020,3,Tax Credit,,1085.88,1281.5,0,0,0,1166.5,115,0,1281.5,0
Rheingold Gardens Associates L.P. (rheing),555-5A  ,0,As of Date: 12/31/2020,1,Tax Credit,,624.77,868.22,0,0,622.22,174,72,0,246,0
Rheingold Gardens Associates L.P. (rheing),555-5B  ,840,As of Date: 12/31/2020,2,Tax Credit,,516.01,1135.56,0,0,856.56,186,93,0,279,0
Rheingold Gardens Associates L.P. (rheing),555-5C  ,1040,As of Date: 12/31/2020,3,Tax Credit,,240.74,1346.49,0,0,1087.49,144,115,0,259,0
Rheingold Gardens Associates L.P. (rheing),555-5D  ,1040,As of Date: 12/31/2020,3,Tax Credit,,942.74,1316.43,0,0,0,1201.43,115,0,1316.43,0
Rheingold Gardens Associates L.P. (rheing),555-5E  ,840,As of Date: 12/31/2020,2,Tax Credit,,971.51,1131.87,0,0,0,1038.87,93,0,1131.87,0
Rheingold Gardens Associates L.P. (rheing),555-5F  ,840,As of Date: 12/31/2020,2,Tax Credit,,905.43,1004.61,0,0,0,946.61,58,0,1004.61,0
Rheingold Gardens Associates L.P. (rheing),555-5G  ,840,As of Date: 12/31/2020,2,Tax Credit,,1011.28,1150.3,0,0,0,1057.3,93,0,1150.3,0
Rheingold Gardens Associates L.P. (rheing),555-5H  ,1050,As of Date: 12/31/2020,3,Tax Credit,,769.8,1004.4,0,0,0,889.4,115,0,1004.4,0
Rheingold Gardens Associates L.P. (rheing),555-5I  ,1050,As of Date: 12/31/2020,3,Tax Credit,,1013.47,1279.52,0,0,0,1164.52,115,0,1279.52,0
Rheingold Gardens Associates L.P. (rheing),555-6A  ,570,As of Date: 12/31/2020,1,Tax Credit,,624.77,837.6,0,0,0,780.6,57,0,837.6,0
Rheingold Gardens Associates L.P. (rheing),555-6B  ,840,As of Date: 12/31/2020,2,Tax Credit,,808.86,1149.6,0,0,0,1056.6,93,0,1149.6,0
Rheingold Gardens Associates L.P. (rheing),555-6C  ,1050,As of Date: 12/31/2020,3,Tax Credit,,861.89,998.43,0,0,464.43,419,115,0,534,0
Rheingold Gardens Associates L.P. (rheing),555-6D  ,1040,As of Date: 12/31/2020,3,Tax Credit,,928.29,1248.36,0,0,0,1133.36,115,0,1248.36,0
Rheingold Gardens Associates L.P. (rheing),555-6E  ,840,As of Date: 12/31/2020,2,Tax Credit,,905.43,1065.64,0,0,0,972.64,93,0,1065.64,0
Rheingold Gardens Associates L.P. (rheing),555-6F  ,840,As of Date: 12/31/2020,2,Tax Credit,,948.62,1016.1,0,0,0,958.1,58,0,1016.1,0
Rheingold Gardens Associates L.P. (rheing),555-6G  ,840,As of Date: 12/31/2020,2,Tax Credit,,658.24,952.55,0,0,0,859.55,93,0,952.55,0
Rheingold Gardens Associates L.P. (rheing),555-6H  ,1040,As of Date: 12/31/2020,3,Tax Credit,,306,1186.75,0,0,774.75,297,115,0,412,0
Rheingold Gardens Associates L.P. (rheing),555-6I  ,1124.69,As of Date: 12/31/2020,3,Tax Credit,,223,1239.69,0,0,717.69,407,115,0,522,0
Schaeffer Apartment HDFC (schaeff),1A      ,0,As of Date: 12/31/2020,1,Tax Credit,,917,702.74,0,0,0,644.74,58,0,702.74,0
Schaeffer Apartment HDFC (schaeff),1B      ,0,As of Date: 12/31/2020,0,,,1732,0,0,0,0,0,0,0,0,0
Schaeffer Apartment HDFC (schaeff),1C      ,0,As of Date: 12/31/2020,2,Tax Credit,,687.6,748.6,0,0,0,687.6,61,0,748.6,0
Schaeffer Apartment HDFC (schaeff),2A      ,0,As of Date: 12/31/2020,2,Tax Credit,,791.15,852.15,0,0,0,791.15,61,0,852.15,0
Schaeffer Apartment HDFC (schaeff),2B      ,0,As of Date: 12/31/2020,1,Tax Credit,,719.63,734.43,0,0,0,673.43,61,0,734.43,0
Schaeffer Apartment HDFC (schaeff),2C      ,0,As of Date: 12/31/2020,2,Tax Credit,,650,686,0,0,0,625,61,0,686,0
Schaeffer Apartment HDFC (schaeff),2D      ,0,As of Date: 12/31/2020,2,Tax Credit,,669.19,730.19,0,0,0,669.19,61,0,730.19,0
Schaeffer Apartment HDFC (schaeff),2E      ,0,As of Date: 12/31/2020,2,Tax Credit,,869.9,930.9,0,0,0,869.9,61,0,930.9,0
Schaeffer Apartment HDFC (schaeff),2F      ,0,As of Date: 12/31/2020,1,Tax Credit,,849.7,859,0,0,0,801,58,0,859,0
Schaeffer Apartment HDFC (schaeff),3A      ,0,As of Date: 12/31/2020,2,Tax Credit,,760.56,806.94,0,0,0,745.94,61,0,806.94,0
Schaeffer Apartment HDFC (schaeff),3B      ,0,As of Date: 12/31/2020,1,,,963,203,0,0,0,203,57,0,0,0
Schaeffer Apartment HDFC (schaeff),3C      ,0,As of Date: 12/31/2020,2,Tax Credit,,644.74,705.74,0,0,0,644.74,61,0,705.74,0
Schaeffer Apartment HDFC (schaeff),3D      ,0,As of Date: 12/31/2020,2,Tax Credit,,804.53,743.55,0,0,0,682.55,61,0,743.55,0
Schaeffer Apartment HDFC (schaeff),3E      ,0,As of Date: 12/31/2020,2,Tax Credit,,1046.67,1021.44,0,0,0,960.44,61,0,1021.44,0
Schaeffer Apartment HDFC (schaeff),3F      ,0,As of Date: 12/31/2020,1,Tax Credit,,658.11,656.8,0,0,0,598.8,58,0,656.8,0
Schaeffer Apartment HDFC (schaeff),4A      ,0,As of Date: 12/31/2020,2,,,1172.13,1393,0,0,0,1393,58,0,0,0
Schaeffer Apartment HDFC (schaeff),4B      ,0,As of Date: 12/31/2020,1,Tax Credit,,668.62,845.74,0,0,0,770.74,75,0,845.74,0
Schaeffer Apartment HDFC (schaeff),4C      ,0,As of Date: 12/31/2020,2,Tax Credit,,900,961,0,0,0,900,61,0,961,0
Schaeffer Apartment HDFC (schaeff),4D      ,0,As of Date: 12/31/2020,2,Tax Credit,,1089.38,1111,0,0,0,1050,61,0,1111,0
Schaeffer Apartment HDFC (schaeff),4E      ,0,As of Date: 12/31/2020,2,Tax Credit,,859.44,775.83,0,0,0,714.83,61,0,775.83,0
Schaeffer Apartment HDFC (schaeff),4F      ,0,As of Date: 12/31/2020,1,,,691.11,0,0,0,0,0,57,0,0,0
Schaeffer Apartment HDFC (schaeff),5A      ,0,As of Date: 12/31/2020,2,,,893.72,0,0,0,0,0,58,0,0,0
Schaeffer Apartment HDFC (schaeff),5B      ,0,As of Date: 12/31/2020,1,Tax Credit,,1354.84,1301,0,0,821,422,58,0,480,0
Schaeffer Apartment HDFC (schaeff),5C      ,0,As of Date: 12/31/2020,2,,,731.97,481,0,0,0,481,58,0,0,0
Schaeffer Apartment HDFC (schaeff),5D      ,0,As of Date: 12/31/2020,2,Tax Credit,,765.23,763.08,0,0,0,702.08,61,0,763.08,0
Schaeffer Apartment HDFC (schaeff),5E      ,0,As of Date: 12/31/2020,2,Tax Credit,,756.75,755.29,0,0,0,694.29,61,0,755.29,0
Schaeffer Apartment HDFC (schaeff),5F      ,0,As of Date: 12/31/2020,1,Tax Credit,,946.04,986.04,0,0,0,946.04,40,0,986.04,0
Schaeffer Apartment HDFC (schaeff),6A      ,0,As of Date: 12/31/2020,2,Tax Credit,,1050,1111,0,0,0,1050,61,0,1111,0
Schaeffer Apartment HDFC (schaeff),6B      ,0,As of Date: 12/31/2020,1,Tax Credit,,835.59,885.59,0,0,0,835.59,50,0,885.59,0
Schaeffer Apartment HDFC (schaeff),6C      ,0,As of Date: 12/31/2020,2,Tax Credit,,935.7,962.66,0,0,0,910.66,52,0,962.66,0
Schaeffer Apartment HDFC (schaeff),6D      ,0,As of Date: 12/31/2020,2,Tax Credit,,1066.03,1107,0,0,0,1066,41,0,1107,0
Schaeffer Apartment HDFC (schaeff),6E      ,0,As of Date: 12/31/2020,2,Tax Credit,,702,763,0,0,0,702,61,0,763,0
Schaeffer Apartment HDFC (schaeff),6F      ,0,As of Date: 12/31/2020,1,Tax Credit,,579.37,637.37,0,0,0,579.37,58,0,637.37,0
Schaeffer Apartment HDFC (schaeff),SUPER-1B,0,As of Date: 12/31/2020,2,Tax Credit,,0,61,0,0,0,0,61,0,61,0
Stammtisch Associates L.P. (stamm),1116-1A ,531,As of Date: 12/31/2020,1,Tax Credit,,747,804,0,0,0,747,57,0,804,0
Stammtisch Associates L.P. (stamm),1116-1B ,531,As of Date: 12/31/2020,1,Tax Credit,,792.69,848.69,0,0,546,230.69,72,0,302.69,0
Stammtisch Associates L.P. (stamm),1116-2A ,1253,As of Date: 12/31/2020,3,Tax Credit,,1196,2215.42,0,0,850,1250.42,115,0,1365.42,0
Stammtisch Associates L.P. (stamm),1116-3A ,1253,As of Date: 12/31/2020,3,Tax Credit,,1039,1127,0,0,548,504,75,0,579,0
Stammtisch Associates L.P. (stamm),1285-1A ,894,As of Date: 12/31/2020,2,Tax Credit,,906,964,0,0,730,176,58,0,234,0
Stammtisch Associates L.P. (stamm),1285-2A ,770,As of Date: 12/31/2020,2,Tax Credit,,906,964,0,0,0,906,58,0,964,0
Stammtisch Associates L.P. (stamm),1285-3A ,837,As of Date: 12/31/2020,2,Tax Credit,,906,964,0,0,845,61,58,0,119,0
Stammtisch Associates L.P. (stamm),1285-3B ,751,As of Date: 12/31/2020,2,Tax Credit,,906,964,0,0,592,314,58,0,372,0
Stammtisch Associates L.P. (stamm),1285-4A ,801,As of Date: 12/31/2020,2,Tax Credit,,906,964,0,0,532,374,58,0,432,0
Stammtisch Associates L.P. (stamm),1344-1  ,1004,As of Date: 12/31/2020,2,Tax Credit,,1041,1099,0,0,0,1041,58,0,1099,0
Stammtisch Associates L.P. (stamm),1344-2  ,1312,As of Date: 12/31/2020,3,Tax Credit,,1039,1113.19,0,0,574.19,465,74,0,539,0
Stammtisch Associates L.P. (stamm),1344-3  ,1312,As of Date: 12/31/2020,3,Tax Credit,,1086.27,1039,0,0,0,1039,0,0,1039,0
Stammtisch Associates L.P. (stamm),1351-1A ,619,As of Date: 12/31/2020,1,Tax Credit,,747,838,0,0,0,838,0,0,838,0
Stammtisch Associates L.P. (stamm),1351-1B ,833,As of Date: 12/31/2020,2,Tax Credit,,924.12,964,0,0,0,906,58,0,964,0
Stammtisch Associates L.P. (stamm),1351-2A ,850,As of Date: 12/31/2020,2,Tax Credit,,906,964,0,0,0,906,58,0,964,0
Stammtisch Associates L.P. (stamm),1351-2B ,746,As of Date: 12/31/2020,2,Tax Credit,,906,964,0,0,0,906,58,0,964,0
Stammtisch Associates L.P. (stamm),1351-3A ,850,As of Date: 12/31/2020,2,Tax Credit,,906,964,0,0,0,906,58,0,964,0
Stammtisch Associates L.P. (stamm),1351-3B ,746,As of Date: 12/31/2020,2,Tax Credit,,906,964,0,0,159.14,746.86,58,0,804.86,0
Stammtisch Associates L.P. (stamm),1560-1A ,1030,As of Date: 12/31/2020,2,,,906,1004.52,0,0,0,1004.52,58,0,0,0
Stammtisch Associates L.P. (stamm),1560-2A ,724,As of Date: 12/31/2020,1,Tax Credit,,761.94,434.98,0,0,0,377.98,57,0,434.98,0
Stammtisch Associates L.P. (stamm),1560-2B ,681,As of Date: 12/31/2020,1,Tax Credit,,860,975.72,0,0,0,903.72,72,0,975.72,0
Stammtisch Associates L.P. (stamm),1560-3A ,501,As of Date: 12/31/2020,1,Tax Credit,,860,1073.2,0,0,685,316.2,72,0,388.2,0
Stammtisch Associates L.P. (stamm),1560-3B ,905,As of Date: 12/31/2020,2,,,906,1004.52,0,0,0,1004.52,58,0,0,0
Stammtisch Associates L.P. (stamm),195-1A  ,795,As of Date: 12/31/2020,2,,,906,990.32,0,0,0,990.32,58,0,0,0
Stammtisch Associates L.P. (stamm),195-1B  ,434,As of Date: 12/31/2020,0,Tax Credit,,678,733,0,0,0,678,55,0,733,0
Stammtisch Associates L.P. (stamm),195-2A  ,1043,As of Date: 12/31/2020,2,Tax Credit,,906,964,0,0,546,360,58,0,418,0
Stammtisch Associates L.P. (stamm),195-2B  ,893,As of Date: 12/31/2020,2,Tax Credit,,906,964,0,0,780,126,58,0,184,0
Stammtisch Associates L.P. (stamm),195-3A  ,1253,As of Date: 12/31/2020,2,Tax Credit,,906,964,0,0,0,906,58,0,964,0
Stammtisch Associates L.P. (stamm),26-1A   ,932,As of Date: 12/31/2020,2,Tax Credit,,1041,1119.82,0,0,878.82,183,58,0,241,0
Stammtisch Associates L.P. (stamm),26-2A   ,636,As of Date: 12/31/2020,1,Tax Credit,,747,818.94,0,0,637.94,124,57,0,181,0
Stammtisch Associates L.P. (stamm),26-2B   ,526,As of Date: 12/31/2020,1,Tax Credit,,747,804,0,0,0,747,57,0,804,0
Stammtisch Associates L.P. (stamm),26-3A   ,452,As of Date: 12/31/2020,1,Tax Credit,,906.71,963.71,0,0,0,906.71,57,0,963.71,0
Stammtisch Associates L.P. (stamm),26-3B   ,802,As of Date: 12/31/2020,2,Tax Credit,,906,773.62,0,0,0,715.62,58,0,773.62,0
Stammtisch Associates L.P. (stamm),27-1    ,1298,As of Date: 12/31/2020,3,Tax Credit,,1039,1093,0,0,0,1039,54,0,1093,0
Stammtisch Associates L.P. (stamm),27-2A   ,690,As of Date: 12/31/2020,1,Tax Credit,,860,917,0,0,398,462,57,0,519,0
Stammtisch Associates L.P. (stamm),27-2B   ,690,As of Date: 12/31/2020,1,Tax Credit,,761.93,804,0,0,0,747,57,0,804,0
Stammtisch Associates L.P. (stamm),27-3A   ,619,As of Date: 12/31/2020,1,Tax Credit,,747,804,0,0,0,747,57,0,804,0
Stammtisch Associates L.P. (stamm),27-3B   ,766,As of Date: 12/31/2020,2,Tax Credit,,1061.82,1099,0,0,0,1041,58,0,1099,0
Stammtisch Associates L.P. (stamm),279-1   ,1109,As of Date: 12/31/2020,3,,,1039,1094.46,0,0,0,1094.46,74,0,0,0
Stammtisch Associates L.P. (stamm),279-2   ,1109,As of Date: 12/31/2020,3,Tax Credit,,1039,915,0,0,763,78,74,0,152,0
Stammtisch Associates L.P. (stamm),279-299C,3156,As of Date: 12/31/2020,0,,,5060,0,0,0,0,0,0,0,0,0
Stammtisch Associates L.P. (stamm),299-1B  ,800,As of Date: 12/31/2020,2,Tax Credit,,906,964,0,0,570,336,58,0,394,0
Stammtisch Associates L.P. (stamm),299-2   ,629,As of Date: 12/31/2020,1,Tax Credit,,860,917,0,0,0,860,57,0,917,0
Stammtisch Associates L.P. (stamm),299-3   ,880,As of Date: 12/31/2020,2,Tax Credit,,906,906,0,0,575,331,0,0,331,0
