latitude,longitude,n_units
35.75504684,-78.5479126,1
35.75503159,-78.54787445,1
35.36521149,-83.24500275,27
34.65491867,-78.99761963,25
35.26449966,-77.54219818,24
34.47920227,-79.13813019,24
35.97761536,-78.92428589,21
35.76483536,-78.78670502,32
36.32073975,-78.39009094,1
35.87483597,-78.59422302,50
36.13628769,-79.83209991,150
36.14803314,-79.77690887,120
35.88792419,-79.9601059,12
35.95921326,-78.97531128,283
36.00671387,-76.95528412,30
36.05078125,-79.75593567,1
36.05076599,-79.75593567,1
35.70518494,-77.89484406,1
36.35570145,-78.57060242,2
35.9598999,-79.98709869,2
35.81735992,-78.57628632,1
35.8178978,-78.57719421,1
35.81742096,-78.57640839,1
35.81774521,-78.57685852,1
35.81748581,-78.57652283,1
35.81771851,-78.57687378,1
35.81754684,-78.57663727,1
35.81772995,-78.57687378,1
35.81761169,-78.57675171,1
35.81772995,-78.57686615,1
35.81767273,-78.57686615,1
35.81771469,-78.57686615,1
35.81769562,-78.5769043,1
35.81781006,-78.57723236,1
35.81737518,-78.57713318,1
35.81784439,-78.5772171,1
35.81712723,-78.57682037,1
35.81707764,-78.57667542,1
35.81756973,-78.57671356,1
35.81772995,-78.57691956,1
35.81758499,-78.57686615,1
35.81769562,-78.57683563,1
35.81790161,-78.5772171,1
35.81771469,-78.57727051,1
35.81775665,-78.576828,1
35.81785965,-78.5767746,1
35.81789398,-78.57675934,1
35.81800842,-78.57673645,1
36.04178619,-79.86011505,1
36.04045486,-79.85958099,1
36.33349991,-78.41560364,4
35.78328705,-78.71682739,1
35.88325119,-78.55822754,1
35.88337326,-78.55805969,1
35.88315582,-78.55818939,1
35.88348007,-78.55873871,1
36.33955383,-78.39338684,2
36.44649887,-78.34059906,22
36.33349991,-78.41560364,2
35.7916069,-78.65098572,4
36.35570145,-78.57060242,2
36.35570145,-78.57060242,2
36.1106987,-78.2621994,2
36.1106987,-78.2621994,2
36.33349991,-78.41560364,12
36.41232681,-78.15532684,4
36.37680054,-78.17410278,4
36.37680054,-78.17410278,2
35.71760178,-77.91790009,1
35.70466995,-77.894104,1
35.70488358,-77.89451599,1
35.70411301,-77.89469147,1
35.71760178,-77.91790009,1
36.34078979,-78.41188812,1
35.49710083,-78.36450195,24
35.9598999,-79.98709869,2
35.31115723,-80.80955505,1
35.9598999,-79.98709869,4
35.70516968,-77.8948288,0
35.71760178,-77.91790009,1
35.71760178,-77.91790009,1
35.71760178,-77.91790009,1
35.71760178,-77.91790009,1
35.71760178,-77.91790009,1
35.33606339,-80.81212616,180
35.59383774,-80.80162811,43
36.35570145,-78.57060242,2
36.32073975,-78.39009094,1
35.88792419,-79.9601059,12
35.95921326,-78.97531128,246
35.96971512,-77.96567535,3
35.75435257,-78.54975891,1
35.75455475,-78.55025482,1
35.75477982,-78.54986572,1
35.75491714,-78.54986572,1
35.75397873,-78.55001831,1
35.75362015,-78.54991913,1
35.75338745,-78.54943848,1
35.75327301,-78.54940033,1
35.75348663,-78.54980469,1
35.77457047,-78.6922226,1
35.77462006,-78.69220734,1
35.77467346,-78.69219971,1
35.77468109,-78.69219208,1
35.77472687,-78.69217682,1
35.77477264,-78.69216156,1
35.77481842,-78.6921463,1
35.7748642,-78.69213104,1
35.77495575,-78.69210052,1
35.77500153,-78.69208527,1
35.7750473,-78.69207001,1
35.77509308,-78.69205475,1
35.77513885,-78.69203186,1
35.77518463,-78.6920166,1
35.77523041,-78.69200134,1
35.77527618,-78.69198608,1
35.77536774,-78.69195557,1
35.77541351,-78.69194031,1
35.77551651,-78.69231415,1
35.77550507,-78.69231415,1
35.77545929,-78.69231415,1
35.77541733,-78.69231415,1
35.77536774,-78.69232178,1
35.7753334,-78.69232178,1
35.77525711,-78.69234467,1
35.77521515,-78.69235992,1
35.77516937,-78.69237518,1
35.7751236,-78.69239807,1
35.77508163,-78.69241333,1
35.77497482,-78.69203949,1
35.7750206,-78.69203186,1
36.3249054,-78.60162354,2
36.06921387,-79.76418304,40
35.71760178,-77.91790009,3
35.71760178,-77.91790009,3
35.71760178,-77.91790009,3
35.71760178,-77.91790009,3
35.71760178,-77.91790009,3
35.71760178,-77.91790009,3
35.71760178,-77.91790009,3
35.71760178,-77.91790009,2
35.71760178,-77.91790009,2
35.71760178,-77.91790009,2
35.71760178,-77.91790009,2
35.71760178,-77.91790009,3
35.70804977,-77.94381714,2
35.70794678,-77.94377899,2
35.71760178,-77.91790009,2
35.70795059,-77.94420624,2
35.71760178,-77.91790009,2
35.71760178,-77.91790009,2
35.71760178,-77.91790009,2
35.71760178,-77.91790009,2
35.71760178,-77.91790009,2
35.71760178,-77.91790009,3
35.7089386,-77.94449615,2
35.70782089,-77.94415283,2
35.71760178,-77.91790009,2
35.71760178,-77.91790009,2
35.71760178,-77.91790009,2
35.71760178,-77.91790009,3
35.71760178,-77.91790009,3
35.71760178,-77.91790009,3
35.71760178,-77.91790009,3
35.71760178,-77.91790009,3
35.71760178,-77.91790009,3
36.1609993,-80.29229736,160
35.7486763,-78.63171387,50
35.57421875,-78.80236816,64
36.33349991,-78.41560364,2
36.33349991,-78.41560364,2
34.73644257,-79.35729218,32
36.11691666,-80.23122406,121
35.99951935,-78.86976624,83
36.04231262,-78.89055634,160
35.33694458,-80.79390717,55
36.35570145,-78.57060242,2
36.1106987,-78.2621994,2
36.31827164,-78.41346741,1
35.4344368,-80.6295929,48
35.79573822,-80.86824799,40
36.33349991,-78.41560364,2
35.90778732,-78.9220047,168
35.42419815,-80.58283234,152
35.9080658,-78.92172241,16
35.90797043,-78.92023468,152
35.12646484,-77.09501648,48
36.20608521,-81.66235352,34
35.93951035,-80.04517365,100
35.49300385,-76.03376007,16
35.24926376,-80.80217743,60
36.43761063,-77.9220047,24
34.75844955,-77.4125824,478
36.1546936,-80.28904724,48
36.06273651,-79.77680969,24
35.7844429,-78.58029175,48
36.33535385,-78.38960266,1
35.99227142,-78.50300598,56
35.76331711,-78.62979889,32
35.21604156,-80.78401947,34
34.99171829,-79.23158264,27
35.84719849,-76.1914978,34
35.91235352,-82.28968811,32
36.06017303,-80.27135468,144
35.9598999,-79.98709869,2
35.75435257,-78.54975891,1
35.75455475,-78.55025482,1
35.75477982,-78.54986572,1
35.75491714,-78.54986572,1
35.75397873,-78.55001831,1
35.75362015,-78.54991913,1
35.75327301,-78.54940033,1
35.75348663,-78.54980469,1
36.35570145,-78.57060242,2
35.77457047,-78.6922226,1
35.77462006,-78.69220734,1
35.77472687,-78.69217682,1
35.7748642,-78.69213104,1
35.77495575,-78.69210052,1
35.77500153,-78.69208527,1
35.7750473,-78.69207001,1
35.77509308,-78.69205475,1
35.77523041,-78.69200134,1
35.77527618,-78.69198608,1
35.77536774,-78.69195557,1
35.77541351,-78.69194031,1
35.77551651,-78.69231415,1
35.77550507,-78.69231415,1
35.77545929,-78.69231415,1
35.77536774,-78.69232178,1
35.7753334,-78.69232178,1
35.77521515,-78.69235992,1
35.77516937,-78.69237518,1
35.7751236,-78.69239807,1
35.77508163,-78.69241333,1
35.77497482,-78.69203949,1
35.7750206,-78.69203186,1
36.29404449,-78.61114502,2
35.71760178,-77.91790009,3
35.71760178,-77.91790009,2
35.71760178,-77.91790009,2
35.71760178,-77.91790009,2
35.71760178,-77.91790009,2
35.71760178,-77.91790009,2
35.59181976,-77.40068054,48
34.72389984,-79.33840179,32
35.82523346,-78.33352661,40
35.64649963,-78.83799744,45
36.11691666,-80.23122406,121
35.86586761,-78.59320831,176
34.81626511,-78.97447205,24
35.24926376,-80.80217743,60
35.75463867,-78.54984283,1
35.75483704,-78.55027008,1
35.75469589,-78.55021667,1
35.75453568,-78.54975891,1
35.75376892,-78.54954529,1
35.75349808,-78.54940033,1
35.75310135,-78.54942322,1
36.09192276,-78.30259705,2
35.75280762,-78.54993439,1
35.75280762,-78.55042267,1
35.75295258,-78.55014801,1
35.75276566,-78.55065155,1
35.75295639,-78.55014801,1
35.75293732,-78.55014801,1
35.75292206,-78.55014801,1
35.75313187,-78.54998779,1
35.75289917,-78.55014801,1
35.75313568,-78.5499115,1
35.75288773,-78.55014801,1
35.75287628,-78.55014801,1
35.75286484,-78.55014038,1
35.75284958,-78.55014038,1
35.75283813,-78.55014038,1
35.75282669,-78.55014038,1
36.09111023,-78.30685425,1
35.1146965,-77.06254578,34
34.64139938,-78.98988342,48
35.36470032,-80.63427734,104
36.06486511,-79.2976532,120
36.1106987,-78.2621994,2
35.87210083,-78.55349731,48
35.77794647,-78.58887482,33
34.96260452,-78.97119141,48
34.76212692,-79.49272919,48
36.1106987,-78.2621994,2
36.1296463,-77.42016602,20
35.10379791,-84.01859283,24
35.34349442,-79.40621185,16
35.81008148,-78.59392548,24
35.83190155,-78.20709991,16
35.74785233,-79.80656433,72
36.33349991,-78.41560364,2
35.46740341,-80.59812164,100
35.79338074,-78.48832703,50
35.59503174,-80.81033325,144
36.16597748,-80.2834549,108
36.38822556,-76.94100189,24
36.00385666,-78.86997986,71
36.0426178,-79.80298615,59
35.06776047,-80.88435364,99
35.79288864,-78.61055756,40
35.92509842,-81.1765213,40
35.07003784,-80.88069916,200
35.72146988,-81.67093658,36
35.31505966,-78.58840942,20
34.86370087,-76.84130096,60
35.9130249,-82.29845428,18
36.33349991,-78.41560364,2
35.71957016,-78.61578369,48
35.75770187,-78.70449829,16
36.13909149,-75.83872986,44
35.66822052,-82.01464844,36
35.75463867,-78.54984283,1
35.75483704,-78.55027008,1
35.75469589,-78.55021667,1
35.75453568,-78.54975891,1
35.75376892,-78.54954529,1
35.75349808,-78.54940033,1
36.1106987,-78.2621994,2
36.1106987,-78.2621994,2
36.1106987,-78.2621994,2
36.1106987,-78.2621994,2
36.1106987,-78.2621994,2
36.1106987,-78.2621994,2
36.33349991,-78.41560364,2
35.75280762,-78.54993439,1
35.75280762,-78.55042267,1
35.75295258,-78.55014801,1
35.75276566,-78.55065155,1
35.75295639,-78.55014801,1
35.75304413,-78.55079651,1
35.75293732,-78.55014801,1
35.75289917,-78.55014801,1
35.75313568,-78.5499115,1
35.75288773,-78.55014801,1
35.75287628,-78.55014801,1
35.75286484,-78.55014038,1
35.75284958,-78.55014038,1
35.75283813,-78.55014038,1
35.75282669,-78.55014038,1
35.72835541,-78.8600769,72
35.75292206,-78.55014801,1
35.75313187,-78.54998779,1
35.3127327,-82.44251251,32
34.6516304,-78.73191833,56
34.88098526,-76.92681885,60
35.45557022,-79.14651489,40
35.59181976,-77.40068054,48
34.73588562,-76.78200531,44
35.91291809,-79.09151459,124
36.03974915,-78.88938141,96
35.69478226,-79.81770325,51
35.7339592,-79.47602081,64
35.55303955,-76.6288681,28
36.12129974,-79.68890381,40
35.26459885,-82.70702362,20
35.22600174,-80.84300232,120
35.79624939,-80.8692627,40
36.33349991,-78.41560364,60
36.00262833,-78.89518738,29
34.22167969,-77.94284821,50
34.2317009,-77.938797,16
36.28476334,-76.27108002,50
34.98021698,-80.44871521,32
35.58862305,-82.54834747,100
35.78958511,-78.60520935,50
35.2983017,-81.28147888,24
35.7108345,-78.61260223,45
35.58259583,-82.56189728,48
35.9709816,-78.49255371,50
35.45644379,-82.53359222,38
35.55714417,-80.81773376,100
35.96494675,-78.90853119,223
35.72299957,-78.87319946,72
35.49169922,-79.17990112,41
34.48600388,-79.11309052,26
36.32759094,-77.21909332,30
35.73756409,-81.37001038,64
35.60079575,-82.58423615,96
35.71693039,-77.88622284,48
35.11118698,-78.87796021,48
35.58862305,-82.54834747,60
35.41411591,-80.85290527,108
35.96494675,-78.90853119,223
35.21258926,-80.01174164,18
34.31230164,-78.85449982,18
35.72364807,-79.46027374,32
36.07882309,-79.39061737,74
35.30297852,-81.1685791,76
35.31163406,-80.8356781,76
35.92950058,-79.98206329,76
35.92699814,-76.53479767,16
34.80155182,-76.85929108,48
35.92950439,-78.81367493,92
35.46607971,-81.26522064,20
35.78223038,-78.72358704,33
35.55479813,-77.06200409,24
35.37200165,-81.97949982,28
35.79338074,-78.48832703,50
36.12805557,-79.79167175,32
36.03419876,-75.67939758,44
33.94875336,-78.03466034,44
35.83781433,-77.07821655,24
35.45183563,-77.68413544,48
35.22649384,-80.81600189,32
36.08425522,-79.77851105,44
36.01089478,-79.80766296,72
36.14803314,-79.77690887,60
35.19152069,-80.79917908,32
36.19509888,-81.6638031,42
35.7806015,-78.63939667,24
35.27174377,-77.56501007,50
34.99742126,-78.91861725,48
35.69313431,-80.52401733,100
35.94309235,-77.76288605,32
35.79955673,-78.87201691,72
36.10721588,-80.21942139,56
35.13792038,-80.8884201,120
34.62697983,-79.00739288,13
36.39123535,-78.99285126,48
35.13148117,-76.78255463,20
35.72835541,-78.8600769,32
35.09307861,-78.94223785,48
36.23817062,-80.83275604,36
36.01839828,-82.1364975,24
36.33605194,-79.66134644,40
35.97086334,-77.891716,48
35.34617233,-82.44078064,64
35.65075684,-78.70797729,228
35.69200134,-80.52275085,40
35.2263031,-80.83433533,72
35.70636368,-78.62329865,136
35.99093246,-80.03374481,48
35.27236176,-77.57784271,57
34.25507736,-77.88653564,100
34.26661682,-77.83815765,51
36.04550934,-80.30825806,74
35.3454628,-79.41848755,22
36.04808044,-79.80238342,36
36.27506638,-80.37715149,28
36.12329483,-80.22257996,245
35.26284027,-80.85251617,60
34.65526581,-78.99712372,36
35.87205505,-78.69382477,104
35.20001984,-78.07293701,19
36.40520096,-81.44560242,30
35.62105942,-77.40918732,48
36.0701828,-79.75569916,82
35.36497116,-80.5748291,76
35.76710892,-78.61266327,48
34.899086,-79.70015717,24
35.77931976,-78.63800049,11
35.96620178,-78.94799805,24
35.90343475,-78.90732574,84
34.54067612,-77.9187088,40
35.60300064,-78.80609131,46
35.49826431,-80.85656738,32
35.23230362,-81.18030548,48
35.94309235,-77.76288605,40
35.21639633,-80.79089355,24
35.80780029,-78.72270203,48
34.73866272,-76.63878632,44
36.28864288,-80.37312317,48
34.21670151,-77.9359436,426
36.04088593,-80.20310211,76
35.72357559,-81.67182159,24
35.59673691,-77.41278839,33
35.80288696,-80.85207367,76
35.7375145,-81.37146759,48
35.60071564,-82.5632782,16
35.19355011,-80.89548492,505
36.40500641,-78.96503448,90
35.27174377,-77.56501007,44
35.20001984,-78.07293701,19
35.28310013,-78.1384964,24
36.06991959,-79.75318909,81
36.04143906,-79.7618103,76
36.11207581,-80.24697876,100
34.73736954,-79.35784912,36
35.375,-83.41960144,40
35.90391541,-80.54483032,28
35.5943985,-78.48690033,72
35.97293091,-78.5065918,38
35.18048477,-79.42676544,48
34.99742126,-78.91861725,48
35.54247284,-82.62322998,40
35.46333694,-82.51224518,74
35.06820679,-78.91319275,48
36.15975952,-80.28270721,60
35.88314056,-80.11483002,60
35.91605377,-81.54038239,42
35.9425087,-78.91749573,160
34.33111191,-78.69080353,21
35.38491821,-77.9004364,48
35.57112503,-82.516716,180
36.43761063,-77.9220047,24
36.12459946,-80.09130096,72
35.58509827,-77.43445587,48
35.49169922,-79.17990112,36
35.7165184,-77.96375275,48
36.00317383,-78.8656311,159
36.12804031,-79.79184723,24
36.51442337,-79.7535553,64
35.3641777,-80.17752075,48
35.90593338,-78.55657196,72
34.75902176,-79.47634125,36
35.73690414,-81.29855347,100
35.71760178,-77.91790009,48
35.14189911,-80.95359802,48
35.7580986,-81.30799866,72
36.06838226,-80.21025085,28
35.12444305,-77.10340881,44
34.69522858,-77.1352005,40
35.60416031,-82.61616516,40
35.9192009,-77.79007721,58
36.06838226,-80.21025085,28
35.93592072,-78.89981842,92
36.49798203,-81.12610626,30
36.12123871,-79.74378204,60
34.14344025,-78.87011719,24
35.88572311,-78.88567352,204
35.2093277,-80.89507294,144
35.32176208,-81.51674652,48
35.77203751,-78.6062088,81
34.76340103,-79.50279999,48
35.3814621,-80.58815002,124
35.7863884,-78.21086884,25
34.47933578,-79.1384964,24
35.72489548,-77.91499329,57
34.33508682,-78.68553162,28
35.89260483,-77.55902863,48
34.80217743,-76.86122131,44
35.27545166,-77.57883453,32
35.94277191,-78.91909027,160
34.94922638,-80.07254028,24
35.51145935,-82.52190399,20
34.99496078,-78.31990814,34
36.35519409,-79.68003082,82
35.96331787,-77.9666748,25
35.74911118,-81.6843338,28
35.72360611,-81.74632263,48
35.79227066,-78.63596344,90
35.27962875,-81.05387115,50
34.79263687,-77.43144989,48
34.95839691,-80.06071472,24
34.97199249,-79.22814941,40
36.06885529,-79.77045441,32
36.06799316,-79.76959991,24
34.30400467,-79.04286957,17
35.37650681,-77.42120361,25
35.31581879,-83.81038666,32
35.11067581,-78.91139221,76
35.81545639,-78.33113098,33
35.6662674,-82.02758026,44
35.25833893,-80.8013382,74
35.314991,-78.58879852,23
35.75501251,-78.58683014,180
33.93467331,-78.02799225,24
35.88572311,-78.88567352,312
35.79163361,-77.64810944,25
35.85949326,-78.6486969,36
35.09307861,-78.94223785,32
33.9396019,-78.40709686,60
35.97086334,-77.891716,32
35.99999619,-76.9540329,32
36.25589752,-80.84540558,30
35.78196335,-78.72775269,50
35.60321808,-82.61472321,40
35.5874939,-78.80459595,17
35.31457901,-81.17869568,33
35.92329025,-82.04032898,32
36.18119812,-77.68330383,24
35.25097275,-80.83474731,63
35.90679932,-77.52059937,24
34.780056,-77.38575745,40
35.29443359,-82.43527222,36
35.59004593,-77.59790802,25
35.31148148,-77.7989502,23
34.99499512,-78.9209137,44
34.93136978,-79.77736664,41
35.20878983,-80.91776276,242
35.22921371,-81.17871857,76
36.51240921,-81.11747742,30
36.00489807,-78.86841583,100
35.88340759,-78.56087494,168
34.9148941,-77.76808929,24
35.44400787,-77.66609192,32
35.59432983,-80.80099487,24
35.19191742,-80.79891205,44
34.83593369,-78.02886963,24
36.29131317,-76.23521423,48
34.22374725,-77.93591309,100
36.23709869,-80.29983521,32
34.76079941,-79.49314117,40
35.92838287,-79.97780609,44
34.90369034,-77.54268646,24
35.26240921,-80.87195587,57
35.23519135,-80.85348511,189
35.82016373,-78.89916992,120
35.24778366,-80.83848572,178
35.06642532,-77.36485291,25
36.32746124,-78.40338135,31
36.06583023,-79.76496887,40
34.7369957,-77.99749756,24
35.25827026,-81.55519867,56
35.65808868,-80.44709778,40
36.11531448,-80.24732971,170
35.74581909,-78.67711639,37
35.13382339,-79.44301605,44
35.23500061,-80.91249847,91
35.26221085,-82.18334961,48
34.55687714,-77.92972565,20
35.53199005,-82.93218231,24
34.74514389,-76.8191452,64
35.59820938,-77.41732025,72
35.96276855,-79.9781189,136
33.9396019,-78.40709686,60
34.32925415,-78.83184814,24
35.91011429,-79.07236481,24
34.1356926,-78.87120819,25
35.45996857,-79.18889618,60
35.69107819,-80.52294922,32
34.86470795,-76.88838959,50
35.68660736,-81.36281586,60
35.78329468,-78.62703705,32
34.24550629,-77.89794922,104
36.31988525,-78.39146423,50
36.20259857,-81.93289948,40
35.85386658,-78.60500336,50
35.18978119,-83.35513306,48
35.19829941,-80.72091675,78
35.39109039,-77.97106934,38
35.99092484,-78.89386749,43
35.71770477,-77.96297455,24
35.33055878,-78.03768158,60
35.26667023,-77.58250427,28
35.94446945,-78.10462952,25
34.97992325,-79.24671936,40
35.8180809,-79.8057251,30
35.94791031,-78.10488892,32
35.54904938,-76.62755585,24
35.32458496,-80.95121002,192
36.3887291,-79.96704865,25
36.10630417,-79.89377594,42
33.97976685,-78.38172913,40
34.87828064,-79.68501282,32
34.97949219,-78.92321777,72
36.28517914,-80.14117432,32
35.78386307,-78.79580688,68
35.90364838,-78.8052063,96
35.9034996,-78.79519653,144
36.06583023,-79.76496887,110
36.08340073,-81.16000366,40
34.65657425,-78.99623871,24
35.31570053,-81.51676178,36
35.28097916,-82.42124176,25
35.25833893,-80.8013382,32
35.23677063,-80.74289703,101
36.11531448,-80.24732971,72
35.46580505,-77.4264679,25
35.49248505,-81.23737335,28
35.59645844,-82.55645752,121
34.78584671,-77.39295959,40
35.04703522,-78.99889374,80
35.0483551,-78.99665833,48
35.98918915,-78.89085388,75
35.56595993,-78.52843475,25
35.58566666,-80.85121155,80
35.18048477,-79.42676544,32
35.46886063,-77.40676117,25
34.24396896,-77.89954376,15
35.73865509,-78.60681915,48
36.0710144,-76.61469269,40
36.32976913,-78.454422,48
35.76961517,-78.64759064,84
36.1616745,-81.16668701,48
34.97293854,-79.22624207,28
35.45796967,-79.1901474,40
35.22992325,-81.38227844,56
36.3887558,-79.96455383,36
35.38491821,-77.9004364,32
35.22946167,-82.72099304,29
36.11896515,-80.08592987,50
35.64875793,-82.57439423,39
34.98010635,-80.06984711,72
35.98229218,-78.8507843,88
34.97974396,-78.95687103,60
36.12000275,-79.76190186,56
36.44171143,-77.63057709,44
35.08505249,-78.88362122,100
36.08116531,-80.18572235,149
35.89061356,-77.55783844,24
35.74964523,-81.19889069,48
35.75867081,-81.29738617,40
36.06929398,-76.5927887,51
35.20768356,-80.90670013,80
34.23844528,-77.88419342,58
35.79192352,-78.80870056,72
34.26902771,-77.81072235,60
35.87086105,-78.68190765,39
35.13382339,-79.44301605,44
35.2093277,-80.89507294,23
35.94924164,-78.52002716,120
35.98864365,-78.88739014,25
34.67471695,-79.21376038,48
35.73651886,-81.54584503,34
35.72518921,-79.44828796,48
35.30966949,-77.15594482,24
35.78438187,-78.79568481,50
35.28009415,-81.05467987,80
36.08003616,-80.23760986,100
35.38053131,-77.91676331,55
35.16054153,-79.40634155,52
35.81220245,-78.57778931,34
35.56729889,-77.04129791,36
35.71437454,-77.88285065,104
34.73808289,-76.63856506,35
35.69418716,-81.23031616,40
36.50885773,-79.70413208,104
34.23612976,-77.88408661,32
35.2607193,-81.31584167,50
35.7795639,-78.36658478,20
35.56729889,-77.04129791,48
35.74509811,-78.65737152,50
35.7946167,-80.84910583,50
35.0366745,-78.84944153,60
35.23535919,-82.7431488,40
35.04215622,-78.92464447,100
35.91754913,-82.33295441,40
34.79266739,-77.43338776,44
34.92651367,-79.74092102,48
36.00149918,-77.31770325,24
35.29422379,-82.43612671,28
35.26509476,-77.58079529,38
35.94855881,-80.00769043,99
35.40865707,-82.19740295,32
34.9951973,-78.92002106,48
35.30657959,-80.8585434,76
35.25400543,-80.86066437,81
35.87438202,-78.54144287,48
34.79459,-77.43318939,48
34.98033142,-78.95691681,32
36.07893372,-80.23623657,56
35.66617966,-82.02780914,34
35.75251389,-77.96174622,48
35.59175491,-82.55779266,50
35.35386658,-83.20740509,24
35.08570099,-78.87619781,80
36.0696373,-76.59379578,60
35.80467606,-78.5638504,45
36.42801285,-77.59590912,24
34.8099823,-79.16804504,24
35.80639267,-79.80235291,56
34.99938965,-80.21421814,32
35.12623215,-77.10618591,56
35.91628647,-81.53512573,46
35.31560135,-80.69786072,90
35.7752037,-78.63297272,80
36.28824234,-76.99093628,41
36.06296158,-79.49536896,48
36.06287003,-79.49420929,80
34.81840134,-76.65899658,25
35.09307861,-78.94223785,36
34.33033752,-78.70999908,50
33.99055481,-78.36910248,72
35.77162552,-78.62783051,55
34.55156708,-77.91114807,64
35.31529236,-81.52037048,46
34.73205948,-76.75881195,40
34.19283295,-77.98643494,64
34.80456924,-77.41363525,46
34.80262375,-78.95996857,52
36.49467468,-80.60133362,43
36.05648422,-78.88903809,156
35.77870941,-80.89015198,31
35.64875793,-82.57439423,30
34.97992325,-79.24671936,48
36.16218185,-80.13470459,80
35.34928131,-80.77520752,168
35.91810226,-77.81195831,130
35.45851517,-79.16281891,50
36.34916306,-79.68886566,56
35.14074326,-80.8815155,192
33.93247223,-78.02624512,44
35.17486954,-80.70973969,86
36.32999039,-78.41771698,50
35.96099091,-78.9128952,64
35.34218216,-82.43075562,40
35.83530045,-78.57093048,48
35.48991394,-82.99053955,100
36.06535339,-79.76239014,60
35.59670258,-82.55521393,123
35.94227219,-78.54697418,80
35.77627182,-78.58094025,64
36.07968903,-80.23213196,116
36.12115479,-79.74378204,64
35.96075821,-78.91028595,63
36.28958511,-76.23350525,154
35.5521965,-77.04064178,40
35.60320282,-78.12521362,48
34.28914642,-78.69902802,32
34.91625595,-79.74825287,56
34.80157852,-76.86183167,32
36.08967972,-79.25778961,32
35.5627594,-82.63896942,63
35.94304657,-79.01692963,32
36.11821365,-78.69431305,36
35.0366745,-78.84944153,48
35.39547348,-78.83230591,50
35.98778534,-78.88594818,83
35.76885986,-78.60377502,63
35.24969864,-81.69000244,13
35.33956528,-80.17093658,48
36.41563034,-81.46890259,30
34.76396179,-77.37523651,44
35.2400322,-81.0766449,41
36.42521667,-78.97509003,52
36.42521667,-78.97509003,32
34.74147415,-79.49468231,40
36.42351151,-78.97213745,40
36.42351151,-78.97213745,32
35.38053131,-77.91676331,40
34.25041962,-77.94490051,96
35.92919922,-77.70349884,64
35.22641754,-80.82548523,204
35.68307114,-79.83724976,40
34.97221756,-78.92412567,64
35.95658493,-79.99912262,79
35.14609528,-80.82933044,50
35.00545883,-78.09820557,50
36.45550156,-78.18335724,50
34.24999619,-77.943573,48
35.76521683,-81.32833099,48
35.94171524,-78.54618073,96
36.06414795,-76.62055206,50
35.69097137,-80.51583099,60
36.10702133,-78.45384979,26
35.23165512,-80.82970428,100
34.77114487,-79.46052551,31
35.28470993,-81.2770462,33
36.08877563,-79.25866699,20
35.06419373,-79.0400238,48
35.3269577,-81.88224792,24
35.84752274,-77.06110382,50
35.61166382,-78.55748749,88
34.43733978,-78.78520203,48
35.36842346,-81.9353714,48
35.39600754,-78.83080292,32
34.11040115,-78.77380371,48
36.31729126,-78.57711029,40
35.26857758,-81.18566895,40
35.71538162,-77.93839264,36
36.48548126,-79.73557281,56
35.65504837,-78.48077393,48
35.99411774,-78.92173767,32
35.61223984,-77.37943268,48
35.44873047,-78.43773651,30
36.05059052,-79.79667664,71
36.11756134,-79.76171112,44
34.6193428,-78.9764328,60
35.96213531,-78.9100647,20
35.48243332,-80.60322571,64
35.37678146,-80.6740036,48
36.43818665,-77.65541077,42
35.33160019,-81.88362122,44
35.72369766,-81.67153168,28
35.37806702,-81.36032104,48
36.04605484,-79.82442474,68
34.66710281,-79.16560364,50
35.81396103,-78.57897949,48
35.57885361,-78.79555511,48
35.00503159,-78.09990692,50
35.43470383,-80.63137054,106
35.72657776,-78.64519501,40
35.92511749,-81.55034637,97
35.09906006,-77.08242035,76
35.59109116,-77.38772583,100
35.20818329,-80.83141327,42
35.35911942,-81.96088409,28
35.24580383,-81.3309021,48
35.71563339,-77.93891144,40
35.61087036,-80.80013275,40
36.18390656,-77.67499542,36
35.27063751,-81.13144684,80
35.48915863,-82.53486633,63
35.58056641,-82.56454468,60
35.81800842,-80.88124847,80
35.23820114,-81.37030029,36
35.26995468,-81.52074432,48
35.06577301,-79.04050446,80
35.24107361,-82.20813751,18
36.29064178,-76.25470734,56
36.27529907,-76.33049774,40
35.90557098,-80.58135986,60
35.00379562,-78.3156662,40
34.30884933,-78.71799469,40
35.1812439,-78.9879837,48
35.91019821,-79.08439636,58
35.25956345,-80.43313599,48
36.06687546,-76.62333679,50
34.64699936,-79.00669861,40
35.45633316,-81.24649811,40
34.78850174,-77.42633057,42
35.42758179,-78.79573059,60
35.51959991,-82.82730103,60
34.96848297,-79.22662354,50
35.2509613,-80.83503723,72
35.25419617,-80.83618164,96
34.77830124,-77.36100006,80
35.96113205,-77.96195221,50
35.25122833,-80.83630371,48
34.89524841,-77.54550934,24
34.88059998,-77.16490173,24
35.44414139,-78.42380524,28
35.14638138,-80.82982635,174
35.30553055,-78.63233185,48
35.24737167,-82.71501923,62
36.3311348,-78.39383698,52
36.43321991,-77.65744781,50
36.43318558,-77.65693665,36
34.33422852,-78.6857605,48
36.35512924,-79.6548996,40
35.04372406,-78.87601471,36
36.06438828,-79.08161163,76
36.4306221,-77.65097809,40
34.9216156,-79.75519562,40
34.80041504,-77.42893982,56
35.71328354,-81.6986084,60
35.90323639,-75.67557526,46
35.78438187,-78.79568481,80
34.7971344,-77.43521118,72
