42.33774948,-71.15002441
42.35219955,-71.19844818
42.6620636,-71.14700317
42.57465363,-70.94748688
42.53042221,-71.09940338
42.43350983,-71.03878784
42.32925415,-71.10427094
42.32248688,-71.09815979
42.21875763,-70.95211792
42.64847565,-71.32302094
41.69913864,-71.16021729
42.33568192,-71.09867859
42.3603363,-71.45143127
42.36561584,-71.06536865
42.05973053,-70.99771881
42.18017578,-72.6384201
42.46218491,-70.94046783
42.34869385,-71.06620789
42.72683716,-71.18851471
42.69498444,-73.08991241
42.288414,-71.06170654
42.22213364,-71.80393982
42.39853287,-71.02359772
42.33647919,-71.08640289
42.34254456,-71.08428192
42.34230804,-71.08459473
42.35567474,-71.06262207
42.3176918,-71.06454468
42.33843994,-71.06834412
42.31563568,-71.09474945
42.32178497,-71.08167267
42.62985229,-71.35525513
42.23710251,-71.18217468
42.34219742,-71.07285309
42.38925934,-71.12918091
42.36751556,-71.10136414
42.64681244,-71.31555939
42.30735779,-71.08824158
42.34322739,-71.13967133
42.27280045,-71.78330231
42.35029221,-71.0687561
42.34226227,-71.08377075
42.10326004,-70.93626404
41.62478256,-71.03448486
42.58269501,-71.79524994
42.35345078,-71.06349182
42.34371185,-71.1390686
42.34122467,-71.08306122
42.37611389,-71.06655121
42.57265854,-70.90953064
42.08356857,-71.02011108
42.30941391,-71.09169006
42.64750671,-71.30741119
42.31147003,-71.07032776
42.3410759,-72.66094971
42.27149582,-71.0825119
42.37175751,-71.04299927
42.3439064,-71.08856201
42.42804337,-71.05111694
42.37195206,-71.04177856
42.46448135,-70.94541168
42.33397293,-71.24420166
42.37699127,-71.03673553
41.63944244,-70.92733765
42.32229614,-71.08235168
42.11070251,-72.60198212
42.31552124,-71.0844574
42.31677628,-72.6335907
41.76134872,-71.22108459
42.32971954,-71.08511353
42.33177567,-71.08451843
42.25932693,-71.78595734
42.33099365,-71.08566284
42.69369507,-73.14775085
42.34882736,-71.13758087
42.14389801,-72.61148071
41.8537941,-71.0348053
42.30895233,-71.07939148
42.10427475,-72.58843994
42.27392578,-71.7786026
42.31425095,-71.09666443
42.33779526,-71.07485962
42.25883484,-71.81018829
42.32233047,-71.07672119
42.1143837,-72.56848145
42.3442688,-71.08866119
42.33998489,-71.08285522
42.08718109,-72.56255341
42.3327713,-71.08366394
42.19649124,-72.60581207
42.36744308,-71.09452057
42.10399246,-72.59307861
42.34783554,-71.06401062
42.11078644,-71.83328247
42.33935547,-71.07888794
42.36201096,-71.10275269
42.39312744,-71.03244019
42.3913269,-71.04656219
42.32384109,-71.08242035
42.69330215,-72.03998566
41.74936295,-70.73491669
42.29546356,-71.08546448
42.38274002,-71.11016846
42.30979919,-71.08525848
42.36094666,-71.11566925
42.55932236,-71.99811554
42.32925797,-71.07853699
42.63536072,-71.29994202
42.10755157,-72.58541107
42.33794403,-71.08028412
42.10869598,-72.56436157
42.27297211,-71.11880493
42.11077881,-72.5785141
42.33311844,-71.11432648
42.1999588,-72.61675262
42.34529495,-71.07139587
42.08084488,-71.03827667
42.33449173,-71.08226776
41.63499832,-70.93389893
41.62451553,-70.92355347
41.94292831,-71.28451538
42.0281601,-71.85050201
